Consecutivo de pregunta;Pregunta;Variable homologada;2012;2011;2010;2009;2008;2007;2006;2005;2004;2003;2002;2000;1999;1998;;;
1427;. ¿Cuál cree usted que es el tema que más trabajó el Concejo de Bogotá durante el último año? ;P1427;;;;;;;;;;;;;;;;;
1428;¿Cuáles cree que son los mecanismos para acceder a información sobre el Concejo de Bogotá?;P1428;CC3;CC2A;;;;;;;;;;;;;;;
1429;¿Usted cómo califica, en términos generales, la gestión del Concejo de Bogotá;P1429;;CC4;CC4;P125A;;P68N;;;;;;;;;;;
1430;¿cómo votó Usted en las pasadas elecciones al Concejo de Bogotá?;P1430;;;;P125B;;;;;;;;;;;;;
1431;¿qué fue lo que más lo(a) motivó para votar por un candidato o partido en las pasadas elecciones al Concejo de Bogotá?;P1431;CC5;CC5;CC5;P126;P126;;;;;;;;;;;;
1432;¿cuál fue la principal razón por la cual no votó en las pasadas elecciones al Concejo de Bogotá?;P1432;;;;;P127;;;;;;;;;;;;
1433;El Concejo de Bogotá representa bien los intereses de la ciudadanía;P1433;;;;;P128;;;;;;;;;;;;
1434;El Alcalde de Bogotá debe ofrecer a los concejales nombramientos o contratos si eso permite tramitar proyectos importantes para el desarrollo de la ciudad;P1434;;;;;P129;;;;;;;;;;;;
1435;Es importante que en el Concejo de Bogotá existan sectores que cuestionen a la Administración Distrital;P1435;;CC6_1;CC6_1;P130A;P130A;;;;;;;;;;;;
1436;Es importante que la ciudadanía vigile la labor del Concejo de Bogotá;P1436;;CC6_2;CC6_2;P130B;P130B;;;;;;;;;;;;
1437;¿Sabe Usted que hay representantes en el Congreso de la República que son elegidos por Bogotá?;P1437;;CC6_3;CC6_3;P130C;P130C;;;;;;;;;;;;
1438;¿Los representantes en el Congreso de la República elegidos por Bogotá están haciendo cosas por esta ciudad?;P1438;;CC6_4;CC6_4;P130D;P130D;;;;;;;;;;;;
1439;está usted con las cosas que están haciendo los representantes en el Congreso de la República elegidos por Bogotá?;P1439;;;;;P131;;;;;;;;;;;;
1440;¿Sabe Usted que hay una Junta Administradora Local “JAL” compuesta por ediles que son elegidos popularmente en las localidades?;P1440;;;;;P132;;;;;;;;;;;;
1441;¿Conoce Usted el trabajo desarrollado por la Junta Administradora Local “JAL” y los ediles de la localidad en la que reside?;P1441;;;;;P133;;;;COD1;;;;;;;;
1442;¿Sabe Usted que hay representantes en el Congreso de la República que son elegidos por Bogotá?;P1442;CC7;CC7;CC7;P134;;;;;COD2;;;;;;;;
1443;¿Los representantes en el Congreso de la República elegidos por Bogotá están haciendo cosas por esta ciudad?;P1443;CC8;CC8;CC8;P135;;;;;COD3;;;;;;;;
1444;PON;P1444;PON;PON;PON;PON_GRAL;PON;PON;PON;PON;PON;PON;PON;pon;;pon;;;
